country,number,title,date,url
Australia,2013/127,Pepper chat fruit viroid a new viroid of capsicum and tomato possibly transmitted by seeds,2013-06,https://gd.eppo.int/reporting/article-2589
Australia,2013/068,The situation of Egeria densa in Austria,2013-03,https://gd.eppo.int/reporting/article-2530
Australia,2013/071,Assessment of the ecological effects of Mimulus guttatus in the Netherlands,2013-03,https://gd.eppo.int/reporting/article-2533
Australia,2013/041,New data on quarantine pests and pests of the EPPO Alert List,2013-02,https://gd.eppo.int/reporting/article-2503
Australia,2013/032,Study on the dispersal of Bactrocera tryoni,2013-02,https://gd.eppo.int/reporting/article-2494
Australia,2013/016,World distribution of Baccharis halimifolia,2013-01,https://gd.eppo.int/reporting/article-2478
Australia,2012/227,Mesembryanthemum guerichianum: a new alien plant potentially invasive in Australia,2012-10,https://gd.eppo.int/reporting/article-2433
Australia,2012/123,Citrus leaf spot diseases caused by Cryptosporiopsis citricarpa and C. citri,2012-06,https://gd.eppo.int/reporting/article-1950
Australia,2012/061,New data on quarantine pests and pests of the EPPO Alert List,2012-03,https://gd.eppo.int/reporting/article-1888
Australia,2012/064,Hotspots of plant invasion predicted by propagule pressure and ecosystem characteristics,2012-03,https://gd.eppo.int/reporting/article-1891
Australia,2012/014,New data on quarantine pests and pests of the EPPO Alert List,2012-01,https://gd.eppo.int/reporting/article-1841
Australia,2011/229,Historical aspects of commercial weed invasions in Australia,2011-10,https://gd.eppo.int/reporting/article-1798
Australia,2011/130,First report of Pseudomonas syringae pv. actinidiae in Australia,2011-06,https://gd.eppo.int/reporting/article-1699
Australia,2011/067,Comparison of invasive alien species in Japan and South-Eastern Australia,2011-03,https://gd.eppo.int/reporting/article-179
Australia,2011/031,Eradication of Globodera rostochiensis from Western Australia (AU),2011-02,https://gd.eppo.int/reporting/article-90
Australia,2010/041,New data on quarantine pests and pests of the EPPO Alert List,2010-02,https://gd.eppo.int/reporting/article-396
Australia,2009/197,New Phytophthora species: Phytophthora niederhauserii,2009-10,https://gd.eppo.int/reporting/article-407
Australia,2009/182,New data on quarantine pests and pests of the EPPO Alert List,2009-09,https://gd.eppo.int/reporting/article-380
Australia,2009/160,Phytophthora multivora: another new species of Phytophthora,2009-08,https://gd.eppo.int/reporting/article-348
Australia,2009/031,First record of Tomato torrado virus in Australia,2009-02,https://gd.eppo.int/reporting/article-115
Australia,2008/206,Colombian datura virus: an emerging disease?,2008-10,https://gd.eppo.int/reporting/article-829
Australia,2008/106,Ditylenchus destructor does not occur in Australia,2008-05,https://gd.eppo.int/reporting/article-691
Australia,2008/113,The Australian Weed Risk Assessment System,2008-05,https://gd.eppo.int/reporting/article-698
Australia,2008/041,Introduced Flora of Australia and its weed status,2008-02,https://gd.eppo.int/reporting/article-554
Australia,2007/225,Weeds of the future: garden plants  which may threaten grasslands in Australia,2007-11,https://gd.eppo.int/reporting/article-1320
Australia,2007/182,Weeds of national significance in Australia,2007-09,https://gd.eppo.int/reporting/article-1228
Australia,2007/163,Machinery pathway: what is on your vehicle?,2007-08,https://gd.eppo.int/reporting/article-1193
Australia,2007/164,An Australian newsletter: ‘Under Control - Pest Plant and Animal Management’,2007-08,https://gd.eppo.int/reporting/article-1197
Australia,2007/153,Phakopsora euvitis eradicated from Australia,2007-08,https://gd.eppo.int/reporting/article-1172
Australia,2007/162,A proposed mandatory labelling scheme for invasive species,2007-08,https://gd.eppo.int/reporting/article-1189
Australia,2007/106,9th EMAPI Conference and 2nd WRA international workshop to be held in Perth (AU),2007-05,https://gd.eppo.int/reporting/article-1085
Australia,2007/073,First report of Plasmopara obducens in Australia,2007-04,https://gd.eppo.int/reporting/article-1044
Australia,2007/061,Nursery and garden industry initiative in Australia: the Invasive Plants Policy Position,2007-03,https://gd.eppo.int/reporting/article-1014
Australia,2007/064,Database of alien plants in Ireland,2007-03,https://gd.eppo.int/reporting/article-1018
Australia,2007/063,Awards for the most “Weed Wise” retail nurseries in Australasia,2007-03,https://gd.eppo.int/reporting/article-1017
Australia,2007/025,Peronosclerospora sorghi does not occur in Australia,2007-02,https://gd.eppo.int/reporting/article-907
Australia,2006/240,Climate change and the potential distribution of an invasive alien plant: Acacia nilotica in Australia,2006-11,https://gd.eppo.int/reporting/article-1326
Australia,2006/133,Asparagus asparagoides: an invasive plant in Australia,2006-06,https://gd.eppo.int/reporting/article-1112
Australia,2006/118,New data on quarantine pests and pests of the EPPO Alert List,2006-06,https://gd.eppo.int/reporting/article-1078
Australia,2004/160,New data on quarantine pests and pests of the EPPO Alert List,2004-11,https://gd.eppo.int/reporting/article-1681
Australia,2004/118,New data on quarantine pests and pests of the EPPO Alert List,2004-08,https://gd.eppo.int/reporting/article-1639
Australia,2004/102,"Outbreak of Xanthomonas axonopodis pv. citri in Queensland, Australia",2004-07,https://gd.eppo.int/reporting/article-1623
Australia,2004/100,New data on quarantine pests and pests of the EPPO Alert List,2004-07,https://gd.eppo.int/reporting/article-1621
Australia,2003/076,Potato spindle tuber pospiviroid is no longer found in Australia,2003-05,https://gd.eppo.int/reporting/article-2062
Australia,2003/041,News from the 8th International Congress of Plant Pathology,2003-03,https://gd.eppo.int/reporting/article-2027
Australia,2003/007,New data on quarantine pests and pests of the EPPO Alert List,2003-01,https://gd.eppo.int/reporting/article-1993
Australia,2002/107,New data on quarantine pests and pests of the EPPO Alert List,2002-07,https://gd.eppo.int/reporting/article-2271
Australia,2002/038,First report of Puccinia hemerocallidis in Australia,2002-03,https://gd.eppo.int/reporting/article-2201
Australia,2001/193,First report of Meloidogyne fallax in Australia,2001-11,https://gd.eppo.int/reporting/article-3018
Australia,2000/181,Black sigatoka in the Torres Strait islands (Australia),2000-11,https://gd.eppo.int/reporting/article-3212
Australia,2000/162,Strawberry green petal and lethal yellows diseases are associated with Phytoplasma australiense,2000-10,https://gd.eppo.int/reporting/article-3193
Australia,2000/120,Black sigatoka transient in Queensland (Australia),2000-07,https://gd.eppo.int/reporting/article-3151
Australia,2000/051,Striga lutea does not occur in Australia,2000-03,https://gd.eppo.int/reporting/article-3081
Australia,1999/094,New data on quarantine pests,1999-06,https://gd.eppo.int/reporting/article-3414
Australia,1999/098,Bactrocera papayae and Bactrocera philippinensis declared eradicated from mainland Australia,1999-06,https://gd.eppo.int/reporting/article-3418
Australia,1999/039,Bactrocera tryoni is absent from and has never been present in Tasmania (AU),1999-03,https://gd.eppo.int/reporting/article-3359
Australia,1999/001,New data on quarantine pests,1999-01,https://gd.eppo.int/reporting/article-3321
Australia,1998/139,New data on quarantine pests,1998-08,https://gd.eppo.int/reporting/article-3648
Australia,1998/146,First report of Ustilago scitaminea in Australia,1998-08,https://gd.eppo.int/reporting/article-3655
Australia,1998/68,Detection of Bactrocera philippinensis in Australia,1998-04,https://gd.eppo.int/reporting/article-3577
Australia,1998/42,New data on quarantine pests,1998-03,https://gd.eppo.int/reporting/article-3551
Australia,1998/05,Survey on Erwinia amylovora in Australia gave negative results,1998-01,https://gd.eppo.int/reporting/article-3514
Australia,1997/177,20th Session of the Asia and Pacific Plant Protection Commission (APPPC),1997-09,https://gd.eppo.int/reporting/article-3906
Australia,1997/173,Geographical distribution of Unaspis yanonensis,1997-09,https://gd.eppo.int/reporting/article-3902
Australia,1997/170,New data on quarantine pests,1997-09,https://gd.eppo.int/reporting/article-3899
Australia,1997/091,First report of a phytoplasma causing pear decline in Australia,1997-05,https://gd.eppo.int/reporting/article-3820
Australia,1997/73,Further spread of ergot disease of sorghum,1997-04,https://gd.eppo.int/reporting/article-3802
Australia,1996/204,New data on pests and diseases of plant quarantine importance,1996-11,https://gd.eppo.int/reporting/article-4158
Australia,1996/220,New strains of potato spindle tuber viroid and tomato Australian leaf curl bigeminivirus from a wild Solanum sp. in Australia,1996-11,https://gd.eppo.int/reporting/article-4174
Australia,1994/14,Update on the occurrence of Thrips palmi in Australia,1994-01,https://gd.eppo.int/reporting/article-4484
Australia,1994/12,New pest introductions into Australia,1994-01,https://gd.eppo.int/reporting/article-4482
Australia,1994/04,First record of Frankliniella occidentalis in Australia,1994-01,https://gd.eppo.int/reporting/article-4474
Australia,1990/06,Viroids,1990-03,https://gd.eppo.int/reporting/article-5586
Australia,1990/05,Beet necrotic yellow vein furovirus (BKYVV),1990-03,https://gd.eppo.int/reporting/article-5585
Australia,1988/07,Australian grapevine yellows caused by a pathogen very similar to grapevine flavescence dorée MLO,1988-06,https://gd.eppo.int/reporting/article-5703
Austria,2025/242,Eradication of Aleurocanthus spiniferus in Austria,2025-10,https://gd.eppo.int/reporting/article-8257
Austria,2025/213,Incursion of Popillia japonica in Austria,2025-09,https://gd.eppo.int/reporting/article-8228
Austria,2025/212,First report of Cnestus mutilatus in Austria,2025-09,https://gd.eppo.int/reporting/article-8227
Austria,2025/162,Biogeographical studies of Myriophyllum rubricaule,2025-06,https://gd.eppo.int/reporting/article-8175
Austria,2025/117,First report of Aleurocanthus spiniferus in Austria,2025-05,https://gd.eppo.int/reporting/article-8130
Austria,2025/138,The potential spread of Reynoutria japonica in Europe under future climate conditions,2025-05,https://gd.eppo.int/reporting/article-8151
Austria,2025/134,Ageratina altissima in Austria,2025-05,https://gd.eppo.int/reporting/article-8147
Austria,2025/122,Update on the situation of the Asian hornet Vespa velutina in Europe,2025-05,https://gd.eppo.int/reporting/article-8135
Austria,2025/074,First report of ‘Candidatus Arsenophonus phytopathogenicus’ in Central Europe,2025-03,https://gd.eppo.int/reporting/article-8087
Austria,2025/018,Update of the situation of Ralstonia solanacearum in the EPPO region,2025-01,https://gd.eppo.int/reporting/article-8029
Austria,2025/006,First report of Pochazia shantungensis in Hungary,2025-01,https://gd.eppo.int/reporting/article-8017
Austria,2023/239,Solanum carolinense in Austria,2023-10,https://gd.eppo.int/reporting/article-7721
Austria,2023/214,"Verticillium nonalfalfae, a biocontrol agent against Ailanthus altissima",2023-09,https://gd.eppo.int/reporting/article-7696
Austria,2023/098,Abies cephalonica in Austria,2023-04,https://gd.eppo.int/reporting/article-7580
Austria,2023/044,New records of Hishimonus species in the EPPO region,2023-02,https://gd.eppo.int/reporting/article-7526
Austria,2022/159,Occurrence of Phytolacca americana in crop fields in the EPPO region,2022-07,https://gd.eppo.int/reporting/article-7390
Austria,2021/225,Petrakia liobae a novel leaf disease of beech in Europe,2021-10,https://gd.eppo.int/reporting/article-7164
Austria,2021/159,First report of tomato brown rugose fruit virus in Austria,2021-07,https://gd.eppo.int/reporting/article-7098
Austria,2021/006,Anoplophora glabripennis eradicated from Austria,2021-01,https://gd.eppo.int/reporting/article-6945
Austria,2020/153,First report of Eriochloa villosa in Austria,2020-07,https://gd.eppo.int/reporting/article-6831
Austria,2020/155,Solanum carolinense in Austria,2020-07,https://gd.eppo.int/reporting/article-6833
Austria,2020/145,Interceptions of Bactrocera species in Austria,2020-07,https://gd.eppo.int/reporting/article-6823
Austria,2020/084,Woody alien species along the Danube river in Austria,2020-04,https://gd.eppo.int/reporting/article-6762
Austria,2020/067,New data on quarantine pests and pests of the EPPO Alert List,2020-04,https://gd.eppo.int/reporting/article-6745
Austria,2020/047,Alien plants in Central European river ports,2020-02,https://gd.eppo.int/reporting/article-6725
Austria,2020/022,First report of Trachycarpus fortunei in Austria,2020-01,https://gd.eppo.int/reporting/article-6700
Austria,2019/229,Interceptions of Bactrocera zonata in Austria,2019-11,https://gd.eppo.int/reporting/article-6659
Austria,2019/226,Interceptions of Bactrocera dorsalis in Austria,2019-11,https://gd.eppo.int/reporting/article-6656
Austria,2019/199,New data on quarantine pests and pests of the EPPO Alert List,2019-10,https://gd.eppo.int/reporting/article-6629
Austria,2019/064,Roads support the spread of invasive Asclepias syriaca in Austria,2019-03,https://gd.eppo.int/reporting/article-6494
Austria,2019/056,"Dryocoetes himalayensis, a bark beetle spreading in Europe",2019-03,https://gd.eppo.int/reporting/article-6486
Austria,2018/153,"Conference on ‘Preparing Europe for invasion by the beetles emerald ash borer and bronze birch borer’ (Vienna, 2018-10-01/04)",2018-08,https://gd.eppo.int/reporting/article-6347
Austria,2018/147,Cost-effective cutting of Ambrosia artemisiifolia along roadsides,2018-07,https://gd.eppo.int/reporting/article-6341
Austria,2018/142,Pseudomonas syringae pv. aesculi found in Styria (Austria),2018-07,https://gd.eppo.int/reporting/article-6336
